id,indicator,type,description,severity,first_seen,confidence
6433,suspicious9699.org,domain,Auto-generated indicator,low,2024-04-20,0.43
6434,6.9.116.25,ip,Auto-generated indicator,low,2022-12-01,0.49
6435,benign4032.info,domain,Auto-generated indicator,low,2021-10-04,0.98
6436,243.186.134.153,ip,Auto-generated indicator,low,2024-03-30,0.92
6437,34.167.44.124,ip,Auto-generated indicator,medium,2024-08-14,0.54
6438,login1204.net,domain,Auto-generated indicator,medium,2021-09-08,0.5
6439,808eac976c9fa9b5780890a8dcb8a585,hash,Auto-generated indicator,medium,2025-11-24,0.81
6440,service9520.com,domain,Auto-generated indicator,low,2021-02-16,0.45
6441,173.61.42.227,ip,Auto-generated indicator,high,2023-10-04,0.89
6442,31979ff4d7808e2220dbe16baad1ecff,hash,Auto-generated indicator,low,2022-12-05,0.48
6443,acf6ff755e0c8e983d46088f5c7bd500,hash,Auto-generated indicator,low,2023-01-16,0.96
6444,portal6806.org,domain,Auto-generated indicator,medium,2024-09-25,0.59
6445,secure4742.net,domain,Auto-generated indicator,medium,2025-10-13,0.51
6446,malicious8267.net,domain,Auto-generated indicator,high,2022-11-02,0.73
6447,32.86.92.73,ip,Auto-generated indicator,medium,2024-02-27,0.77
6448,update4101.net,domain,Auto-generated indicator,medium,2022-03-13,0.86
6449,17.65.45.140,ip,Auto-generated indicator,high,2025-09-27,0.4
6450,login960.net,domain,Auto-generated indicator,high,2022-08-21,0.87
6451,978df1f53492b46791c2e8eb10534ea4,hash,Auto-generated indicator,medium,2021-03-06,0.61
6452,login3379.com,domain,Auto-generated indicator,medium,2022-11-01,0.76
6453,147.188.160.146,ip,Auto-generated indicator,medium,2025-02-16,0.54
6454,portal569.info,domain,Auto-generated indicator,low,2023-02-14,0.43
6455,benign5759.com,domain,Auto-generated indicator,medium,2024-05-09,0.77
6456,208.136.158.115,ip,Auto-generated indicator,low,2025-01-23,0.64
6457,101.3.29.230,ip,Auto-generated indicator,medium,2022-02-13,0.47
6458,accounts9437.info,domain,Auto-generated indicator,low,2023-05-16,0.66
6459,b2a28e714c1ad8e4e5dde834f12887b2,hash,Auto-generated indicator,low,2024-06-15,0.91
6460,5b1c0ce9d73f7f0ee6f76d5fab001d84,hash,Auto-generated indicator,low,2021-04-01,0.52
6461,malicious718.info,domain,Auto-generated indicator,low,2026-04-19,0.65
6462,37.108.60.220,ip,Auto-generated indicator,medium,2026-02-13,0.94
6463,accounts5778.info,domain,Auto-generated indicator,critical,2021-09-02,0.96
6464,login6564.org,domain,Auto-generated indicator,low,2022-11-05,0.58
6465,suspicious3558.org,domain,Auto-generated indicator,low,2024-07-21,0.87
6466,service6624.com,domain,Auto-generated indicator,low,2025-12-02,0.56
6467,202.129.162.22,ip,Auto-generated indicator,low,2022-06-08,0.5
6468,71a9a84f49350c8dfa0264145000c096,hash,Auto-generated indicator,low,2024-12-26,0.85
6469,service4325.com,domain,Auto-generated indicator,low,2025-09-24,0.97
6470,benign4283.org,domain,Auto-generated indicator,high,2025-01-26,0.94
6471,accounts6527.net,domain,Auto-generated indicator,low,2026-05-05,0.76
6472,e80a35162c07fec8788cb4504eed5345,hash,Auto-generated indicator,medium,2024-01-09,0.94
6473,232.224.41.33,ip,Auto-generated indicator,low,2021-01-16,0.44
6474,155.157.125.122,ip,Auto-generated indicator,medium,2025-07-14,0.93
6475,52b6f995e7abfa77b6dc4f1c6ea92e4f,hash,Auto-generated indicator,medium,2021-02-03,0.49
6476,suspicious9359.net,domain,Auto-generated indicator,low,2023-12-19,0.7
6477,204.114.33.212,ip,Auto-generated indicator,medium,2025-09-12,0.53
6478,7b5f876049f2e8ce642873f9913fe069,hash,Auto-generated indicator,medium,2021-06-10,0.9
6479,1c65da8c68e94ebba8b8250adfbfc250,hash,Auto-generated indicator,low,2024-11-15,0.89
6480,43.132.210.184,ip,Auto-generated indicator,low,2021-11-15,0.53
6481,cc64ec4188a5f88d9970fe34eaf6dcd8,hash,Auto-generated indicator,medium,2023-11-18,0.77
6482,suspicious7009.info,domain,Auto-generated indicator,high,2026-02-27,0.61
6483,178.231.159.169,ip,Auto-generated indicator,medium,2021-06-25,0.78
6484,164.19.15.166,ip,Auto-generated indicator,low,2023-12-24,0.5
6485,7001c5d5c54e5f625b1ab2ec2fc5619d,hash,Auto-generated indicator,medium,2024-10-22,0.81
6486,a698a1b69d6a907cbbd6c74128334d94,hash,Auto-generated indicator,medium,2021-04-27,0.55
6487,portal3206.info,domain,Auto-generated indicator,low,2026-04-12,0.59
6488,13875070678101d91c3f6d3103a7a448,hash,Auto-generated indicator,low,2022-11-22,0.41
6489,163.5.31.96,ip,Auto-generated indicator,medium,2025-11-30,0.53
6490,63.245.222.6,ip,Auto-generated indicator,low,2025-08-07,0.67
6491,106.137.17.209,ip,Auto-generated indicator,low,2024-12-05,0.78
6492,c6cdf194507efd65ef8b7989728cffc4,hash,Auto-generated indicator,medium,2024-10-09,0.97
6493,4bea22b389b21e5e4cda17f2a6933307,hash,Auto-generated indicator,critical,2022-10-21,0.94
6494,230.203.127.157,ip,Auto-generated indicator,medium,2025-05-18,0.98
6495,cdc1c8f0b7b333d83c38735bf4ec03e1,hash,Auto-generated indicator,low,2021-06-22,0.65
6496,update9654.com,domain,Auto-generated indicator,low,2024-04-01,0.57
6497,27.66.71.4,ip,Auto-generated indicator,high,2023-05-06,0.61
6498,dfed93ceb15cd9e9e3890c3e070f82d6,hash,Auto-generated indicator,low,2021-05-10,0.82
6499,service5736.info,domain,Auto-generated indicator,low,2021-09-06,0.62
6500,service2571.com,domain,Auto-generated indicator,medium,2022-09-25,0.68
6501,180.90.253.56,ip,Auto-generated indicator,medium,2023-03-24,0.8
6502,7f0be6efc9fa9749cbbffe483dedf374,hash,Auto-generated indicator,medium,2021-02-12,0.84
6503,d11f01023c3c4146792fa98c36a7170c,hash,Auto-generated indicator,low,2022-10-27,0.6
6504,20.132.228.240,ip,Auto-generated indicator,low,2022-03-08,0.93
6505,e32edaaa2129f99650166d9c7ac5bd42,hash,Auto-generated indicator,low,2024-03-30,0.46
6506,d2b8045fbec28934698ab2fa8241b0ef,hash,Auto-generated indicator,critical,2025-04-03,0.45
6507,login8491.net,domain,Auto-generated indicator,low,2025-06-07,0.61
6508,179.249.177.86,ip,Auto-generated indicator,high,2021-09-10,0.67
6509,6b22f4d88907e9c1c6793fc37483faab,hash,Auto-generated indicator,medium,2024-10-27,0.54
6510,212.109.190.97,ip,Auto-generated indicator,medium,2024-12-09,0.85
6511,140e3633a8bbc809bcd7679d9002af87,hash,Auto-generated indicator,low,2026-01-24,0.69
6512,166.167.103.56,ip,Auto-generated indicator,medium,2021-09-26,0.79
6513,6dc9498ca8f17cfb7309fc247553bd70,hash,Auto-generated indicator,low,2025-12-24,0.76
6514,daaec17cdb1cdc8e88c11b32de99c22a,hash,Auto-generated indicator,medium,2022-04-05,0.77
6515,accounts8268.info,domain,Auto-generated indicator,medium,2026-01-03,0.55
6516,update8674.org,domain,Auto-generated indicator,high,2022-07-19,0.43
6517,175.187.232.182,ip,Auto-generated indicator,low,2022-01-26,0.47
6518,187.190.111.234,ip,Auto-generated indicator,critical,2026-01-20,0.86
6519,7d904f031ffe76d4825b2c28b76423f6,hash,Auto-generated indicator,low,2022-01-20,0.58
6520,84.40.236.158,ip,Auto-generated indicator,low,2020-12-23,0.98
6521,136.145.9.137,ip,Auto-generated indicator,high,2022-09-07,0.49
6522,02cd5ddb11359f0d50df304240486917,hash,Auto-generated indicator,low,2024-02-04,0.98
6523,0adb9ff425682b35dcda993ddcba09d2,hash,Auto-generated indicator,high,2025-10-08,0.83
6524,edcb8dca659d55f6d0b8deaf303ec1a8,hash,Auto-generated indicator,low,2025-05-06,0.51
6525,malicious9436.info,domain,Auto-generated indicator,low,2021-06-06,0.54
6526,suspicious2572.net,domain,Auto-generated indicator,low,2021-02-18,0.59
6527,accounts2652.com,domain,Auto-generated indicator,high,2023-12-24,0.8
6528,37be58674391728d3fd1b83550e954f9,hash,Auto-generated indicator,low,2024-11-04,0.58
6529,50.124.170.251,ip,Auto-generated indicator,low,2021-03-09,0.75
6530,447095e4d0d1dfd56fe8a34150028f8d,hash,Auto-generated indicator,low,2023-08-18,0.91
6531,secure5575.com,domain,Auto-generated indicator,medium,2022-08-27,0.72
6532,d4b96b99e2a97f94ee0dd80e1f360497,hash,Auto-generated indicator,low,2021-04-11,0.53
6533,malicious784.com,domain,Auto-generated indicator,low,2026-04-21,0.83
6534,64c175ef5f86355d40b422cf494bed81,hash,Auto-generated indicator,low,2025-10-25,0.66
6535,benign2260.com,domain,Auto-generated indicator,medium,2021-02-10,0.49
6536,dbc549876fdb1fa844155958aabcac3d,hash,Auto-generated indicator,medium,2022-02-23,0.72
6537,malicious6901.info,domain,Auto-generated indicator,low,2022-10-06,0.83
6538,update4774.info,domain,Auto-generated indicator,medium,2021-02-05,0.9
6539,e1f279d6a8abcceb17469e7c7a784d71,hash,Auto-generated indicator,medium,2026-04-11,0.61
6540,2a36af7304520a8a64535eabc9f5d346,hash,Auto-generated indicator,medium,2024-07-20,0.57
6541,ef77c0cea7ce88c4292b75d1c96ac115,hash,Auto-generated indicator,high,2024-02-29,0.55
6542,199.133.220.232,ip,Auto-generated indicator,medium,2022-01-07,0.45
6543,143.228.126.136,ip,Auto-generated indicator,medium,2025-06-01,0.78
6544,152.136.251.177,ip,Auto-generated indicator,medium,2024-05-20,0.88
6545,c02e4fb0a54b347072e92679e45984e7,hash,Auto-generated indicator,low,2026-04-21,0.7
6546,221.116.174.235,ip,Auto-generated indicator,medium,2026-01-21,0.77
6547,benign5299.info,domain,Auto-generated indicator,high,2022-07-01,0.78
6548,153.12.57.26,ip,Auto-generated indicator,low,2023-06-01,0.51
6549,portal8419.net,domain,Auto-generated indicator,low,2025-07-08,0.79
6550,suspicious4178.org,domain,Auto-generated indicator,low,2025-01-14,0.7
6551,180.202.114.121,ip,Auto-generated indicator,high,2025-07-14,0.43
6552,7873f8f436936f144af6cecb5d00a5ef,hash,Auto-generated indicator,low,2021-02-05,0.89
6553,227.127.99.227,ip,Auto-generated indicator,medium,2022-05-07,0.67
6554,100.141.239.136,ip,Auto-generated indicator,medium,2025-05-31,0.66
6555,benign8822.com,domain,Auto-generated indicator,low,2023-09-22,0.54
6556,212.222.254.202,ip,Auto-generated indicator,low,2024-01-27,0.8
6557,4a4eb4fbb284afd3f050b810d454b64a,hash,Auto-generated indicator,low,2021-03-19,0.41
6558,9dc7d8fcbe0f85eab0533c32f3e9ea48,hash,Auto-generated indicator,high,2022-09-20,0.89
6559,update941.net,domain,Auto-generated indicator,low,2026-03-26,0.5
6560,malicious1879.net,domain,Auto-generated indicator,medium,2024-02-16,0.74
6561,253.183.193.40,ip,Auto-generated indicator,low,2022-08-25,0.94
6562,suspicious4315.org,domain,Auto-generated indicator,medium,2025-07-08,0.62
6563,80541bad7bac502924109983ddcd17e0,hash,Auto-generated indicator,high,2022-03-26,0.62
6564,e78eb7f2b6737b21733e8d57d645b4de,hash,Auto-generated indicator,medium,2021-05-12,0.61
6565,9f167ec92d695b67087b29eede6bcfbd,hash,Auto-generated indicator,high,2021-08-23,0.87
6566,f208513843f3b9bade63a9e33ebd8a57,hash,Auto-generated indicator,high,2024-12-17,0.44
6567,34.189.55.12,ip,Auto-generated indicator,medium,2026-04-25,0.57
6568,189.5.39.236,ip,Auto-generated indicator,medium,2023-08-19,0.59
6569,985e8c845c5cda7f8b116632edde1ba2,hash,Auto-generated indicator,medium,2022-09-19,0.42
6570,604f3695d706856e3c73be497848c23f,hash,Auto-generated indicator,medium,2022-06-09,0.67
6571,9.171.250.175,ip,Auto-generated indicator,low,2025-09-08,0.42
6572,accounts2237.org,domain,Auto-generated indicator,high,2021-06-18,0.73
6573,accounts9478.com,domain,Auto-generated indicator,low,2021-05-12,0.58
6574,2ba54968365e9519d165db6bb07fac8c,hash,Auto-generated indicator,high,2022-12-25,0.67
6575,0a52c39e5faa306e816dbefb47cbc085,hash,Auto-generated indicator,medium,2025-12-29,0.94
6576,benign9595.info,domain,Auto-generated indicator,medium,2025-04-20,0.42
6577,benign4762.org,domain,Auto-generated indicator,low,2024-06-06,0.95
6578,benign2337.net,domain,Auto-generated indicator,high,2025-01-19,0.91
6579,189.150.211.84,ip,Auto-generated indicator,medium,2024-06-06,0.8
6580,da6aaa33612a7b413b693f6555168546,hash,Auto-generated indicator,high,2024-10-09,0.52
6581,94.235.148.180,ip,Auto-generated indicator,medium,2024-08-16,0.82
6582,209.88.97.51,ip,Auto-generated indicator,low,2023-06-10,0.53
6583,fe0eeb12aa6687d49fcc809de27d305e,hash,Auto-generated indicator,medium,2024-11-27,0.97
6584,bc4e1e741403207b1e4e6bbaa6936b61,hash,Auto-generated indicator,low,2025-04-15,0.65
6585,suspicious338.net,domain,Auto-generated indicator,low,2023-02-28,0.79
6586,05dd4c0d5667a5e7cc1aadcbf316ab0e,hash,Auto-generated indicator,low,2025-03-06,0.98
6587,b47c69f9fedef0b31fb22e8ade8b492a,hash,Auto-generated indicator,high,2025-02-17,0.88
6588,55.84.233.126,ip,Auto-generated indicator,low,2022-02-11,0.79
6589,update3107.com,domain,Auto-generated indicator,medium,2024-03-19,0.51
6590,228.176.26.229,ip,Auto-generated indicator,low,2021-09-17,0.53
6591,8c767580fa91587d9c8d9f95efd9d1d4,hash,Auto-generated indicator,low,2023-08-06,0.44
6592,accounts7979.net,domain,Auto-generated indicator,high,2023-05-11,0.61
6593,4701c4c8af26ed7c0932f7a39926caba,hash,Auto-generated indicator,high,2024-02-12,0.79
6594,suspicious1464.com,domain,Auto-generated indicator,medium,2024-07-03,0.57
6595,portal9763.org,domain,Auto-generated indicator,high,2021-10-14,0.86
6596,166.110.19.224,ip,Auto-generated indicator,medium,2021-10-27,0.92
6597,68.29.221.244,ip,Auto-generated indicator,low,2024-10-01,0.53
6598,portal3536.com,domain,Auto-generated indicator,low,2022-04-21,0.5
6599,dcbf03b5772d5d50c79cfd9f34f3413f,hash,Auto-generated indicator,critical,2025-07-29,0.5
6600,69.207.244.77,ip,Auto-generated indicator,low,2023-11-29,0.74
6601,241.88.207.210,ip,Auto-generated indicator,low,2024-05-02,0.8
6602,malicious9510.net,domain,Auto-generated indicator,high,2021-09-03,0.78
6603,7f2b0a4eb015d5e2146f047faba77a4d,hash,Auto-generated indicator,critical,2022-06-13,0.79
6604,221.49.32.216,ip,Auto-generated indicator,medium,2023-09-11,0.59
6605,service104.org,domain,Auto-generated indicator,medium,2025-12-12,0.92
6606,217.12.152.223,ip,Auto-generated indicator,low,2021-04-18,0.52
6607,update1882.info,domain,Auto-generated indicator,medium,2024-05-27,0.41
6608,88.45.62.28,ip,Auto-generated indicator,low,2021-09-03,0.79
6609,bb718be0114317f1e0dee91c3da1d9d2,hash,Auto-generated indicator,high,2022-12-28,0.82
6610,accounts1928.info,domain,Auto-generated indicator,low,2023-06-07,0.99
6611,secure2539.com,domain,Auto-generated indicator,critical,2026-01-30,0.77
6612,accounts8114.com,domain,Auto-generated indicator,low,2023-08-20,0.91
6613,196.188.118.95,ip,Auto-generated indicator,low,2021-10-31,0.41
6614,248.171.62.137,ip,Auto-generated indicator,critical,2022-02-10,0.89
6615,update1342.info,domain,Auto-generated indicator,high,2022-06-21,0.66
6616,92.248.62.200,ip,Auto-generated indicator,low,2025-04-19,0.57
6617,29.183.5.52,ip,Auto-generated indicator,high,2022-06-13,0.53
6618,65988bfc2e5e8a5b8991dea07eb4c949,hash,Auto-generated indicator,low,2025-06-06,0.89
6619,59.134.83.10,ip,Auto-generated indicator,high,2021-09-14,0.86
6620,accounts444.net,domain,Auto-generated indicator,medium,2022-01-22,0.77
6621,suspicious1228.net,domain,Auto-generated indicator,low,2024-03-28,0.56
6622,130.114.118.59,ip,Auto-generated indicator,medium,2021-12-02,0.81
6623,portal3679.info,domain,Auto-generated indicator,low,2023-01-14,0.91
6624,254.242.42.64,ip,Auto-generated indicator,low,2023-01-17,0.95
6625,malicious7690.org,domain,Auto-generated indicator,medium,2023-05-14,0.96
6626,6f50987eccec5d2b2b99535311ea328a,hash,Auto-generated indicator,medium,2023-08-28,0.57
6627,8166aeb005dc796277c6c7f3e005b287,hash,Auto-generated indicator,medium,2021-04-20,0.82
6628,19fe17c47b25b414e759bf2522d4198b,hash,Auto-generated indicator,low,2024-03-16,0.72
6629,219.103.144.62,ip,Auto-generated indicator,medium,2023-11-16,0.75
6630,4d3c290068e1e8e4a29433606f045336,hash,Auto-generated indicator,high,2024-09-27,0.52
6631,123.44.77.99,ip,Auto-generated indicator,low,2025-08-25,0.74
6632,4e2ffc288618e0cf139d66b18a5e7323,hash,Auto-generated indicator,low,2023-04-14,0.73
6633,112.196.248.152,ip,Auto-generated indicator,low,2020-12-05,0.59
6634,055fe04f02293372f4f3a30ddd6b933f,hash,Auto-generated indicator,low,2022-10-05,0.78
6635,159.4.95.98,ip,Auto-generated indicator,high,2021-05-15,0.9
6636,134.86.127.243,ip,Auto-generated indicator,critical,2025-03-09,0.51
6637,224.199.61.219,ip,Auto-generated indicator,high,2025-03-19,0.4
6638,800a5e1b8167f2a04bffb6a59091ef89,hash,Auto-generated indicator,low,2021-04-29,0.7
6639,21.95.17.68,ip,Auto-generated indicator,medium,2024-04-09,0.63
6640,4.14.25.182,ip,Auto-generated indicator,medium,2026-05-11,0.62
6641,228.84.182.222,ip,Auto-generated indicator,medium,2023-06-19,0.6
6642,service9680.org,domain,Auto-generated indicator,low,2022-08-18,0.55
6643,malicious8452.net,domain,Auto-generated indicator,low,2021-03-15,0.89
6644,ccf8b6fac539b507702ee4ebe58774bf,hash,Auto-generated indicator,low,2023-11-18,0.95
6645,fd6ca4dcd129bcd009b02d0f8d87340e,hash,Auto-generated indicator,low,2023-08-02,0.9
6646,malicious9897.info,domain,Auto-generated indicator,low,2023-08-15,0.97
6647,9cc1997d1f001964b76435a254eec6fe,hash,Auto-generated indicator,low,2021-10-13,0.5
6648,malicious47.info,domain,Auto-generated indicator,low,2024-10-27,0.65
6649,e60a9c7e25288e164451c9dd281c2f6a,hash,Auto-generated indicator,medium,2026-03-01,0.57
6650,d6f8cefa4be02ee8b8732d5fbd63874b,hash,Auto-generated indicator,medium,2023-09-25,0.99
6651,185.181.241.156,ip,Auto-generated indicator,medium,2026-05-09,0.74
6652,22.53.78.248,ip,Auto-generated indicator,high,2022-11-18,0.65
6653,d15937ed1facf72f3aa6ce98d769e95a,hash,Auto-generated indicator,low,2025-08-14,0.9
6654,20d185822d578614964c846c3adc8312,hash,Auto-generated indicator,critical,2025-03-27,0.56
6655,70.238.230.239,ip,Auto-generated indicator,high,2021-11-18,0.47
6656,14cd4d27244e1a44c3bb4608df8bf0cf,hash,Auto-generated indicator,medium,2026-01-31,0.66
6657,portal7432.org,domain,Auto-generated indicator,low,2026-01-09,0.9
6658,e4b1e19719c847b21fe1730a24f94c1f,hash,Auto-generated indicator,medium,2026-05-02,0.85
6659,99.76.70.196,ip,Auto-generated indicator,critical,2023-02-07,0.69
6660,3c439fec947028b72d9eb362a23d04fa,hash,Auto-generated indicator,critical,2024-05-16,0.94
6661,portal1838.net,domain,Auto-generated indicator,low,2026-02-05,0.8
6662,bbcce60a8e8c41c60dfc4e23aedfa60d,hash,Auto-generated indicator,high,2022-04-10,0.64
6663,39d56b4b7919304149e88bd86339da4e,hash,Auto-generated indicator,high,2025-05-16,0.78
6664,3081e3056e5ab61a0e7ff5b4a9235c68,hash,Auto-generated indicator,low,2021-04-26,0.54
6665,malicious8221.org,domain,Auto-generated indicator,low,2023-09-07,0.57
6666,login3925.info,domain,Auto-generated indicator,medium,2023-01-23,0.61
6667,benign9602.com,domain,Auto-generated indicator,low,2021-03-21,0.79
6668,benign5283.net,domain,Auto-generated indicator,medium,2025-07-27,0.66
6669,cb9e7657e4fc824b2eebc24155c0a90d,hash,Auto-generated indicator,low,2025-09-03,0.48
6670,secure3708.org,domain,Auto-generated indicator,high,2023-04-01,0.84
6671,166.148.160.203,ip,Auto-generated indicator,medium,2022-03-13,0.44
6672,d6d05e511c453653f7f8e85dcac08656,hash,Auto-generated indicator,critical,2021-01-17,0.57
6673,79.70.112.35,ip,Auto-generated indicator,low,2022-02-09,0.6
6674,a33ca508042e16c5de8f61853fd54183,hash,Auto-generated indicator,low,2023-09-03,0.53
6675,login9663.com,domain,Auto-generated indicator,low,2021-08-15,0.84
6676,88.112.112.94,ip,Auto-generated indicator,low,2021-01-16,0.61
6677,44d621e362815476d09a611636a3a8bc,hash,Auto-generated indicator,medium,2025-10-23,0.77
6678,44.171.1.247,ip,Auto-generated indicator,low,2022-06-30,0.93
6679,7c4963ee8e31a1667e8d179907ecc30d,hash,Auto-generated indicator,low,2023-04-30,0.93
